idema,lon,fint,prec,alt,vmax,vv,dv,lat,dmax,ubi,hr,tamin,ta,tamax,pres,stdvv,ts,pres_nmar,tpr,vis,stddv,inso,tss5cm,psoltp,pliqt,rviento,vmaxu,dvu,pacutp,vvu,stdvvu,stddvu,dmaxu,tss20cm,geo925,geo850,nieve,geo700
1347T,-7.357091,2026-04-10T00:00:00+0000,0.0,80.0,,,,43.651046,,BURELA,93.0,13.0,13.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,
1351,-7.684866,2026-04-10T00:00:00+0000,0.0,90.39,13.2,10.6,78.0,43.786208,76.0,ESTACA DE BARES,95.0,12.4,12.5,12.7,1011.9,1.4,,1022.8,11.7,8.8,3.0,0.0,14.2,,,,,,0.0,,,,,,,,,
1363X,-7.861476,2026-04-10T00:00:00+0000,0.0,343.0,,,,43.445968,,AS PONTES A AEROSA,88.0,10.6,10.6,11.4,,,,,,,,,,,,,,,,,,,,,,,,
1387,-8.421517,2026-04-10T00:00:00+0000,0.0,57.07,6.8,4.1,52.0,43.365969,40.0,A CORUÑA,84.0,13.4,13.4,13.5,1014.2,0.9,12.8,1022.1,10.8,19.9,13.0,0.0,15.8,,,,,,0.0,,,,,16.4,,,,
1387D,-8.441944,2026-04-10T00:00:00+0000,0.0,131.71,8.3,5.2,54.0,43.363309,68.0,BENS-A CORUÑA,86.0,12.5,12.5,12.6,1005.8,0.8,,,,,9.0,,,,,,,,,,,,,,,,,
1387E,-8.371975,2026-04-10T00:00:00+0000,0.0,98.0,3.6,1.0,340.0,43.306954,20.0,A CORUÑA/ALVEDRO,89.0,12.5,12.6,12.9,1009.3,0.3,10.9,1021.7,10.9,30.0,106.0,0.0,,,,,,,,,,,,,,,,
1390X,-8.711001,2026-04-10T00:00:00+0000,0.0,98.0,,,,43.203582,,CARBALLO,91.0,12.4,12.6,12.6,,,,,,,,,,,,,,,,,,,,,,,,
1393,-9.210829,2026-04-10T00:00:00+0000,0.0,50.0,14.5,10.7,34.0,43.160558,27.0,CABO VILAN,87.0,11.9,11.9,12.0,,,,,9.8,,,,,,,393.0,,,,,,,,,,,,
1399,-9.046929,2026-04-10T00:00:00+0000,0.0,287.0,,,,43.057445,,VIMIANZO-CASTRELO,19.0,11.2,11.2,11.5,,,,,,,,,,,,,,,,,,,,,,,,
1400,-9.291434,2026-04-10T00:00:00+0000,0.0,230.0,16.2,12.8,30.0,42.924828,34.0,FISTERRA,87.0,11.7,11.8,13.1,990.6,1.3,11.3,1018.1,9.7,20.0,5.0,0.0,11.8,,,,,,0.0,,,,,,,,,
1406X,-8.99369,2026-04-10T00:00:00+0000,0.0,340.0,,,,42.93525,,MAZARICOS-A PICOTA,92.0,10.9,10.9,11.2,,,,,,,,,,,,,,,,,,,,,,,,
1410X,-8.022249,2026-04-10T00:00:00+0000,0.0,500.0,,,,43.037875,,SOBRADO DOS MONXES,97.0,8.8,9.4,9.4,,,,,,,,,,,,,,,,,,,,,,,,
1428,-8.410515,2026-04-10T00:00:00+0000,0.0,370.0,4.6,2.1,50.0,42.888011,50.0,SANTIAGO DE COMPOSTELA/LAVACOLLA,91.0,10.1,10.1,10.5,977.5,0.4,10.3,1021.4,8.7,17.9,3.0,0.0,14.7,,,,,,,,,,,14.2,,,,
1435C,-8.876227,2026-04-10T00:00:00+0000,0.0,128.0,6.4,0.7,226.0,42.800141,15.0,NOIA,86.0,12.4,12.4,13.0,,,,,,,,,,,,,,,,,,,,,,,,
1437P,-8.923333,2026-04-10T00:00:00+0000,0.0,686.0,,8.5,79.0,42.720833,,EVC_NOIA,99.0,10.5,10.8,12.4,941.0,,,,10.6,,,,,,,301.0,,,,,,,,,,,,
1442U,-8.892333,2026-04-10T00:00:00+0000,0.0,10.0,,,,42.643886,,BOIRO,69.0,14.9,14.9,15.1,,,,,,,,,,,,,,,,,,,,,,,,
1446X,-7.768333,2026-04-10T00:00:00+0000,0.0,680.0,,,,42.809722,,MONTERROSO,92.0,9.6,9.6,10.3,,,,,,,,,,,,,,,,,,,,,,,,
1466A,-8.257892,2026-04-10T00:00:00+0000,0.0,435.0,3.0,0.7,153.0,42.700887,167.0,SILLEDA,90.0,9.7,10.2,10.2,,,,,,,,,,,,,,,,,,,,,,,,
1468X,-8.501806,2026-04-10T00:00:00+0000,0.0,269.0,,,,42.69361,,A ESTRADA,92.0,10.8,10.8,11.5,,,,,,,,,,,,,,,,,,,,,,,,
1473A,-8.627222,2026-04-10T00:00:00+0000,0.0,100.0,7.0,0.5,105.0,42.738333,93.0,PADRÓN,78.0,11.8,11.8,12.4,,,,,8.1,,,,,,,53.0,,,,,,,,,,,,
1475X,-8.555833,2026-04-10T00:00:00+0000,0.0,240.0,5.7,1.8,23.0,42.876111,44.0,SANTIAGO DE COMPOSTELA,91.0,11.6,11.6,12.0,,,,,10.2,,,,,,,69.0,,,,,,,,,,,,
1476R,-8.714807,2026-04-10T00:00:00+0000,0.0,210.0,,,,42.749835,,CASAS DO PORTO,89.0,11.7,11.7,12.0,,,,,,,,,,,,,,,,,,,,,,,,
1477V,-8.774642,2026-04-10T00:00:00+0000,0.0,32.0,6.2,2.7,354.0,42.584843,47.0,VILAGARCIA DE AROUSA,79.0,14.0,14.1,14.5,,,,,,,,,,,,,,,,,,,,,,,,
1484C,-8.615833,2026-04-10T00:00:00+0000,0.0,113.3,1.5,1.2,346.0,42.438333,338.0,PONTEVEDRA,82.0,13.2,13.2,14.2,1004.0,0.2,10.3,1018.3,10.2,19.7,126.0,0.0,16.5,,,,,,0.0,,,,,15.7,,,,
1486E,-8.706944,2026-04-10T00:00:00+0000,0.0,3.0,6.9,4.1,93.0,42.396111,87.0,ESCUELA NAVAL DE MARÍN,67.0,14.8,14.8,15.7,,,,,8.8,,,,,,,176.0,,,,,,,,,,,,
1489A,-8.451243,2026-04-10T00:00:00+0000,0.0,395.0,6.7,2.4,45.0,42.407051,65.0,A LAMA,68.0,16.5,16.5,17.5,,,,,,,,,,,,,,,,,,,,,,,,
1495,-8.623765,2026-04-10T00:00:00+0000,0.0,254.6,3.1,1.9,360.0,42.238616,10.0,VIGO/PEINADOR,80.0,13.8,13.9,14.8,987.6,0.5,13.0,1018.2,10.5,,177.0,0.0,,,,,,,,,,,,,,,,
1496X,-8.724167,2026-04-10T00:00:00+0000,0.0,120.0,3.9,1.3,71.0,42.230556,92.0,VIGO-O CASTRO,65.0,16.9,17.4,18.3,,,,,,,,,,,,,,,,,,,,,,,,
1505,-7.4575,2026-04-10T00:00:00+0000,0.0,442.18,6.1,2.2,57.0,43.111111,88.0,LUGO/ROZAS,93.0,10.9,10.9,10.9,969.5,0.8,18.5,1022.1,9.8,15.8,26.0,0.0,15.1,,,,,,0.0,,,,,14.7,,,,
1518A,-7.5525,2026-04-10T00:00:00+0000,0.0,442.0,7.3,3.1,28.0,42.998333,12.0,LUGO-COL.FINGOI,86.0,11.1,11.1,11.1,,,,,,,,,,,,,,,,,,,,,,,,
1521I,-7.499579,2026-04-10T00:00:00+0000,0.0,403.0,,,,42.845276,,O PARAMO,92.0,9.7,9.7,10.2,,,,,,,,,,,,,,,,,,,,,,,,
1521X,-7.18517,2026-04-10T00:00:00+0000,0.0,1080.0,3.2,0.9,115.0,42.863768,85.0,BECERREA-PENAMAIOR,96.0,8.7,8.7,8.9,,,,,,,,,,,,,,,,,,,,,,,,
1541B,-6.333886,2026-04-10T00:00:00+0000,0.0,958.0,2.1,0.5,25.0,42.928886,355.0,VILLABLINO,89.0,8.0,8.0,8.8,,,,,,,,,,,,,,,,,,,,,,,,
1549,-6.6,2026-04-10T00:00:00+0000,0.0,532.01,2.5,1.0,107.0,42.563889,290.0,PONFERRADA,76.0,12.7,12.7,13.9,958.2,0.2,10.2,1020.7,8.5,20.0,15.0,0.0,17.9,,,,,,0.0,,,,,18.4,,,,
1561I,-6.673564,2026-04-10T00:00:00+0000,0.0,770.0,,,,42.76604,,VILLAR DE OTERO (LOS TROBOS),74.0,10.8,10.8,11.5,,,,,,,,,,,,,,,,,,,,,,,,
1583X,-6.99314,2026-04-10T00:00:00+0000,0.0,315.0,,,,42.41562,,O BARCO DE VALDEORRAS,74.0,15.2,15.2,16.4,,,,,,,,,,,,,,,,,,,,,,,,
1631E,-7.282498,2026-04-10T00:00:00+0000,0.0,840.0,2.4,1.2,254.0,42.339448,334.0,POBRA DE TRIVES SAN MAMEDE,90.0,10.2,10.9,10.9,924.3,,11.8,,9.3,,,0.0,13.7,0.0,0.0,,,,,,,,,,833.7,,,
1639X,-7.383609,2026-04-10T00:00:00+0000,0.0,990.0,3.8,0.8,334.0,42.260277,272.0,CHANDREXA DE QUEIXA,92.0,10.6,11.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,
1658,-7.191741,2026-04-10T00:00:00+0000,0.0,612.0,,,,42.58853,,FOLGOSO DO COUREL,89.0,10.0,10.0,10.8,,,,,,,,,,,,,,,,,,,,,,,,
1679A,-7.510804,2026-04-10T00:00:00+0000,0.0,291.0,0.6,0.2,331.0,42.53177,20.0,MONFORTE DE LEMOS,86.0,9.7,9.7,10.8,,,,,,,,,,,,,,,,,,,,,,,,
1690A,-7.859722,2026-04-10T00:00:00+0000,0.0,145.86,4.0,1.2,54.0,42.325278,73.0,OURENSE,72.0,14.6,14.6,15.5,1002.9,0.6,14.0,1021.1,9.6,20.0,51.0,0.0,19.6,,,,,,0.0,,,,,19.0,,,,
1696O,-8.277961,2026-04-10T00:00:00+0000,0.0,610.0,,,,42.468056,,BEARIZ,95.0,8.0,8.2,8.4,,,,,,,,,,,,,,,,,,,,,,,,
1700X,-8.0925,2026-04-10T00:00:00+0000,0.0,400.0,0.0,0.0,0.0,42.421389,343.0,O CARBALLIÑO,87.0,10.5,10.5,11.4,,,,,8.4,,,,,,,0.0,,,,,,,,,,,,
1701X,-8.129121,2026-04-10T00:00:00+0000,0.0,112.0,2.3,0.9,59.0,42.299881,67.0,RIBADAVIA,86.0,13.2,13.2,14.3,,,,,,,,,,,,,,,,,,,,,,,,
1706A,-7.796051,2026-04-10T00:00:00+0000,0.0,492.0,,,,42.182902,,ALLARIZ-RIMELO,88.0,10.7,10.7,11.5,,,,,,,,,,,,,,,,,,,,,,,,
1719,-8.281009,2026-04-10T00:00:00+0000,0.0,560.0,,,,42.217995,,A CAÑIZA,87.0,11.6,11.6,12.2,,,,,,,,,,,,,,,,,,,,,,,,
1723X,-8.4927,2026-04-10T00:00:00+0000,0.0,90.0,,,,42.182223,,PONTEAREAS-CANEDO,89.0,13.3,13.3,14.4,,,,,,,,,,,,,,,,,,,,,,,,
1730E,-8.847444,2026-04-10T00:00:00+0000,0.0,55.0,,,,41.943981,,O ROSAL,58.0,20.2,20.2,21.1,,,,,,,,,,,,,,,,,,,,,,,,
1738U,-7.988838,2026-04-10T00:00:00+0000,0.0,730.0,,,,41.934116,,MUIÑOS-PRADO,90.0,11.0,11.0,12.4,,,,,,,,,,,,,,,,,,,,,,,,
1740,-4.12433,2026-04-10T00:00:00+0000,0.0,150.0,2.0,0.4,282.0,43.377241,300.0,ALTAMIRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005Y,-2.782777,2026-04-10T00:00:00+0000,0.0,1197.0,,,,41.967774,,VINUESA,59.0,10.7,10.8,11.6,,,,,,,,,,,,,,,,,,,,,,,,
2017Y,-2.494163,2026-04-10T00:00:00+0000,0.0,1260.0,7.9,3.8,328.0,41.99583,327.0,BARRIOMARTIN-EL ROBLEDO,45.0,12.2,12.6,12.8,,,,,,,,,,,,,,,,,,,,,,,,
2030,-2.483063,2026-04-10T00:00:00+0000,0.0,1081.01,3.9,2.2,39.0,41.775015,30.0,SORIA,42.0,12.2,13.4,13.5,899.0,0.6,12.2,,0.6,20.0,14.0,0.0,14.9,,,,,,0.0,,,,,15.2,,1551.8,,
2044B,-2.507534,2026-04-10T00:00:00+0000,0.0,1100.0,3.4,1.6,359.0,41.600582,355.0,LUBIA-CEDER,44.0,11.9,11.9,12.6,,,,,,,,,,,,,,,,,,,,,,,,
2048A,-2.420281,2026-04-10T00:00:00+0000,0.0,978.0,8.1,1.5,61.0,41.419442,112.0,MORON DE ALMAZAN ,54.0,11.4,11.4,13.5,,,,,,,,,,,,,,,,,,,,,,,,
2059B,-2.783338,2026-04-10T00:00:00+0000,0.0,1042.0,3.6,0.2,211.0,41.349719,155.0,LA RIBA DE ESCALOTE,54.0,12.0,12.0,13.9,,,,,,,,,,,,,,,,,,,,,,,,
2084Y,-3.047008,2026-04-10T00:00:00+0000,0.0,960.0,,,,41.721847,,UCERO,79.0,6.6,6.6,8.1,,,,,,,,,,,,,,,,,,,,,,,,
2092,-3.086949,2026-04-10T00:00:00+0000,0.0,932.0,3.0,1.0,161.0,41.589444,195.0,BURGO DE OSMA-POZUELOS,56.0,11.5,11.8,12.8,,,,,,,,,,,,,,,,,,,,,,,,
2096B,-3.251385,2026-04-10T00:00:00+0000,0.0,1150.0,7.6,3.6,135.0,41.373609,142.0,LICERAS-CAÑADA DEHESA,57.0,10.9,10.9,12.7,,,,,,,,,,,,,,,,,,,,,,,,
2106B,-3.381929,2026-04-10T00:00:00+0000,0.0,955.0,4.4,2.7,97.0,41.745847,137.0,CORUÑA DEL CONDE,56.0,12.0,12.0,12.7,,,,,,,,,,,,,,,,,,,,,,,,
2117D,-3.742777,2026-04-10T00:00:00+0000,0.0,790.0,2.4,1.4,356.0,41.665837,16.0,ARANDA DE DUERO,61.0,10.9,11.5,12.6,930.2,0.4,9.7,,4.3,8.0,14.0,0.0,12.4,,,,,,0.0,,,,,,836.8,,,
2135A,-3.507234,2026-04-10T00:00:00+0000,0.0,993.0,9.0,5.1,106.0,41.372756,97.0,FRESNO DE CANTIESPINO,47.0,14.8,14.8,15.4,,,,,,,,,,,,,,,,,,,,,,,,
2140A,-3.785871,2026-04-10T00:00:00+0000,0.0,1135.0,11.8,6.5,109.0,41.464553,95.0,ALDEANUEVA DE SERREZUELA-EL CERRO,46.0,14.7,14.7,15.2,,,,,,,,,,,,,,,,,,,,,,,,
2166Y,-4.124787,2026-04-10T00:00:00+0000,0.0,756.0,,,,41.593099,,PEÑAFIEL(FABRICA DE QUESOS),63.0,13.3,13.3,15.6,,,,,,,,,,,,,,,,,,,,,,,,
2172Y,-4.405497,2026-04-10T00:00:00+0000,0.0,725.0,4.5,1.2,84.0,41.611879,75.0,SARDÓN DE DUERO,65.0,12.8,12.8,14.7,,,,,,,,,,,,,,,,,,,,,,,,
2182C,-3.790216,2026-04-10T00:00:00+0000,0.0,1107.0,7.9,4.2,134.0,41.133861,127.0,RADES,38.0,15.1,16.5,16.6,,,,,,,,,,,,,,,,,,,,,,,,
2192C,-4.26545,2026-04-10T00:00:00+0000,0.0,795.0,6.5,3.2,44.0,41.383553,42.0,CUELLAR,56.0,12.8,13.1,14.5,,,,,,,,,,,,,,,,,,,,,,,,
2235U,-4.520031,2026-04-10T00:00:00+0000,0.0,1140.0,3.7,1.4,330.0,42.870619,355.0,CERVERA DE PISUERGA,74.0,8.5,8.7,10.8,892.8,0.3,4.9,,,,28.0,0.0,12.1,,,,,,,,,,,,,,,
2243A,-4.277134,2026-04-10T00:00:00+0000,0.0,910.0,3.1,1.5,9.0,42.79806,5.0,AGUILAR DE CAMPOO,87.0,7.0,7.3,9.2,,,,,,,,,,,,,,,,,,,,,,,,
2276B,-4.575109,2026-04-10T00:00:00+0000,0.0,908.0,5.3,0.5,267.0,42.568819,55.0,VILLAELES DE VALDAVIA,72.0,10.2,10.2,11.5,,,,,,,,,,,,,,,,,,,,,,,,
2285B,-4.001111,2026-04-10T00:00:00+0000,0.0,869.0,7.6,5.3,53.0,42.523889,42.0,VILLADIEGO (DEPÓSITO DE AGUA),70.0,10.0,10.2,11.0,,,,,,,,,,,,,,,,,,,,,,,,
2290Y,-4.198909,2026-04-10T00:00:00+0000,0.0,771.0,5.2,1.3,53.0,42.251226,60.0,PEDROSA DEL PRÍNCIPE,79.0,10.1,10.1,11.0,,,,,,,,,,,,,,,,,,,,,,,,
2296A,-1.976675,2026-04-10T00:00:00+0000,0.0,1039.0,2.0,0.6,215.0,41.775556,217.0,OLVEGA-CAMINO VEGAFRÍA,71.0,7.4,7.4,8.7,,,,,,,,,,,,,,,,,,,,,,,,
2298,-3.131688,2026-04-10T00:00:00+0000,0.0,1080.0,8.2,5.3,103.0,41.959672,101.0,PALACIOS DE LA SIERRA,37.0,14.7,15.1,15.3,899.0,1.0,12.4,,0.4,20.0,7.0,0.0,12.2,,,,,,0.0,,,,,,,1551.6,,
2302N,-3.109758,2026-04-10T00:00:00+0000,,1197.0,4.7,1.6,108.0,42.146473,85.0,MONTERRUBIO DE LA DEMANDA,75.0,10.2,10.2,10.8,,,,,,,,,,,,,,,,,,,,,,,,
2311Y,-3.767707,2026-04-10T00:00:00+0000,0.0,884.0,9.4,3.4,55.0,42.105221,60.0,VILLAMAYOR DE LOS MONTES,60.0,12.5,12.5,13.4,,,,,,,,,,,,,,,,,,,,,,,,
2331,-3.620278,2026-04-10T00:00:00+0000,0.0,891.0,6.7,2.8,45.0,42.356944,58.0,BURGOS/VILLAFRÍA,72.0,9.4,9.4,10.5,919.4,0.5,8.0,,4.6,,12.0,0.0,13.2,,,,,,0.0,,,,,13.2,842.3,,,
2362C,-4.713714,2026-04-10T00:00:00+0000,0.0,1575.0,6.3,4.8,69.0,42.893772,105.0,CAMPORREDONDO DE ALBA  CUEVA DORADA,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2374X,-4.617359,2026-04-10T00:00:00+0000,0.0,830.0,6.7,3.1,60.0,42.350934,66.0,CARRIÓN DE LOS CONDES,63.0,11.1,11.1,12.4,927.2,0.8,9.4,,4.3,20.0,12.0,0.0,14.3,,,,,,0.0,,,,,,849.8,,,
2401X,-4.560496,2026-04-10T00:00:00+0000,0.0,736.0,2.9,1.3,334.0,42.009501,0.0,PALENCIA-GRANJA VIÑALTA,70.0,12.5,12.5,12.9,,,,,,,,,,,,,,,,,,,,,,,,
2422,-4.754167,2026-04-10T00:00:00+0000,0.0,734.29,5.1,1.0,348.0,41.640831,18.0,VALLADOLID,67.0,14.3,14.3,16.6,935.3,0.4,13.9,1020.1,8.3,20.0,62.0,0.0,18.6,,,,5.1,328.0,0.0,0.7,0.7,49.0,27.0,18.6,,,,
2444,-4.679722,2026-04-10T00:00:00+0000,0.0,1129.76,6.7,2.9,131.0,40.659167,88.0,ÁVILA,42.0,13.0,14.3,14.4,892.1,0.8,11.4,,1.5,20.0,28.0,0.0,13.1,,,,,,0.0,,,,,12.5,,1539.0,,
2453E,-4.742033,2026-04-10T00:00:00+0000,0.0,920.0,4.0,1.3,172.0,40.828965,132.0,GOTARRENDURA (AUTOMATICA),73.0,8.3,8.6,9.9,,,,,,,,,,,,,,,,,,,,,,,,
2456B,-4.729864,2026-04-10T00:00:00+0000,0.0,820.0,4.9,0.8,316.0,41.071483,115.0,AREVALO,64.0,11.7,11.7,13.9,,,,,,,,,,,,,,,,,,,,,,,,
2462,-4.010556,2026-04-10T00:00:00+0000,0.0,1892.6,15.0,4.5,83.0,40.793056,107.0,NAVACERRADA PUERTO,45.0,10.1,10.1,10.5,816.1,3.1,8.3,,-1.2,20.0,29.0,0.0,9.0,,,,16.4,92.0,0.0,6.0,2.3,29.0,125.0,8.9,,1547.3,11.0,
2465,-4.126389,2026-04-10T00:00:00+0000,0.0,1008.25,8.9,4.5,94.0,40.945278,93.0,SEGOVIA,29.0,18.4,18.4,18.8,905.6,1.0,16.4,,0.0,14.2,12.0,0.0,13.9,,,,,,0.0,,,,,14.0,,1548.5,,
2471Y,-4.212067,2026-04-10T00:00:00+0000,0.0,1237.0,,,,40.718669,,SAN RAFAEL,41.0,14.3,16.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,
2482B,-4.375727,2026-04-10T00:00:00+0000,0.0,870.0,8.8,2.4,102.0,41.126384,92.0,MIGUELAÑEZ,57.0,12.1,12.1,14.2,,,,,,,,,,,,,,,,,,,,,,,,
2491C,-5.689876,2026-04-10T00:00:00+0000,0.0,1960.0,11.0,7.9,269.0,40.355087,266.0,LA COVATILLA  ESTACIÓN DE ESQUÍ,43.0,9.6,10.0,10.7,807.5,1.1,8.7,,-2.0,20.0,5.0,0.0,5.0,,,,,,0.0,,,,,,,1531.7,,
2503B,-4.691824,2026-04-10T00:00:00+0000,0.0,786.0,5.8,4.6,109.0,41.279921,117.0,OLMEDO  DEPÓSITO AGUA,59.0,13.6,13.6,15.1,,,,,,,,,,,,,,,,,,,,,,,,
2507Y,-4.963505,2026-04-10T00:00:00+0000,0.0,724.0,6.7,3.1,77.0,41.419465,82.0,RUEDA,59.0,14.5,14.5,15.2,,,,,,,,,,,,,,,,,,,,,,,,
2512Y,-5.018689,2026-04-10T00:00:00+0000,0.0,925.0,3.4,2.4,168.0,40.88213,185.0,RIVILLA DE BARAJAS,58.0,12.3,12.3,12.4,,,,,,,,,,,,,,,,,,,,,,,,
2517A,-4.939637,2026-04-10T00:00:00+0000,0.0,755.0,4.6,3.9,119.0,41.172753,117.0,FUENTE EL SOL,76.0,10.1,10.3,12.1,,,,,,,,,,,,,,,,,,,,,,,,
2536D,-5.271389,2026-04-10T00:00:00+0000,0.0,710.0,7.2,6.2,41.0,41.548333,40.0,MORALES DEL TORO-DEPOSITO,70.0,13.5,13.5,14.6,,,,,,,,,,,,,,,,,,,,,,,,
2555B,-5.481307,2026-04-10T00:00:00+0000,0.0,811.0,5.3,2.1,32.0,41.236704,92.0,FUENTESAUCO,74.0,12.1,12.1,14.1,,,,,,,,,,,,,,,,,,,,,,,,
2565,-5.630556,2026-04-10T00:00:00+0000,0.0,701.5,7.1,3.6,323.0,41.555278,290.0,CORESES,80.0,12.8,12.8,13.0,,,,,,,,,,,,,,,,,,,,,,,,
2568D,-4.851026,2026-04-10T00:00:00+0000,0.0,985.0,5.4,3.3,122.0,42.523503,110.0,VILLAPUN,65.0,10.6,10.9,11.4,,,,,,,,,,,,,,,,,,,,,,,,
2593D,-5.040989,2026-04-10T00:00:00+0000,0.0,782.0,6.0,2.6,60.0,42.09421,77.0,VILLALÓN DE CAMPOS,68.0,11.4,11.5,12.4,,,,,,,,,,,,,,,,,,,,,,,,
2604B,-5.040313,2026-04-10T00:00:00+0000,0.0,731.0,15.9,8.4,89.0,41.875815,85.0,MEDINA DE RIOSECO,65.0,12.7,12.9,12.9,,,,,,,,,,,,,,,,,,,,,,,,
2611D,-5.59244,2026-04-10T00:00:00+0000,0.0,690.0,10.5,6.8,61.0,41.856388,62.0,VILLAFÁFILA,69.0,13.1,13.1,13.5,,,,,,,,,,,,,,,,,,,,,,,,
2614,-5.735278,2026-04-10T00:00:00+0000,0.0,656.06,5.8,2.5,50.0,41.515556,30.0,ZAMORA,75.0,13.6,13.6,14.4,944.0,0.7,13.6,1020.0,9.3,20.0,19.0,0.0,17.3,,,,,,0.0,,,,,18.8,,,,
2624C,-5.007615,2026-04-10T00:00:00+0000,0.0,1090.0,2.1,0.1,96.0,42.958457,342.0,RIAÑO-ERMITA QUINTANILLA,92.0,7.6,7.6,8.6,,,,,,,,,,,,,,,,,,,,,,,,
2626Y,-5.193246,2026-04-10T00:00:00+0000,0.0,916.0,2.9,1.4,89.0,42.620094,95.0,SAHECHORES-HELIPUERTO,75.0,9.2,9.2,11.3,,,,,,,,,,,,,,,,,,,,,,,,
2630X,-5.377067,2026-04-10T00:00:00+0000,0.0,1510.0,2.2,1.8,272.0,43.062242,277.0,PUERTO DE SAN ISIDRO,87.0,5.0,5.3,6.2,855.1,0.2,5.8,,,20.0,6.0,0.0,6.0,,,,,,0.0,,,,,,,,,
2661,-5.651111,2026-04-10T00:00:00+0000,0.0,916.0,4.6,3.6,360.0,42.588333,360.0,LEÓN/VIRGEN DEL CAMINO,78.0,10.3,10.6,12.1,916.6,0.2,8.9,,7.0,,3.0,0.0,,,,,,,,,,,,,840.2,,,
2664B,-5.504765,2026-04-10T00:00:00+0000,0.0,788.0,4.6,3.3,89.0,42.295947,97.0,VALENCIA DE DON JUAN,75.0,10.9,10.9,11.8,,,,,,,,,,,,,,,,,,,,,,,,
2701D,-5.870858,2026-04-10T00:00:00+0000,0.0,1120.0,2.3,0.8,18.0,42.885575,7.0,MIÑERA DE LUNA-EMBALSE,94.0,7.9,8.1,8.7,,,,,,,,,,,,,,,,,,,,,,,,
2728B,-6.070921,2026-04-10T00:00:00+0000,0.0,995.0,4.2,2.0,13.0,42.648217,27.0,VILLAMECA,75.0,10.7,10.7,12.0,,,,,,,,,,,,,,,,,,,,,,,,
2734D,-6.074338,2026-04-10T00:00:00+0000,0.0,919.0,2.1,1.5,34.0,42.476722,255.0,ASTORGA-DEPÓSITO AGUA,73.0,11.5,11.5,13.3,,,,,,,,,,,,,,,,,,,,,,,,
2742R,-5.779854,2026-04-10T00:00:00+0000,0.0,850.0,3.5,2.3,39.0,42.466446,45.0,BUSTILLO DEL PÁRAMO-LAS MATILLAS,79.0,10.9,10.9,11.9,,,,,,,,,,,,,,,,,,,,,,,,
2755X,-5.666803,2026-04-10T00:00:00+0000,0.0,715.0,8.5,3.5,13.0,42.010907,76.0,BENAVENTE,57.0,14.1,14.1,15.2,938.3,0.8,13.9,,,20.0,11.0,0.0,17.8,,,,,,0.0,,,,,,,,,
2766E,-6.639735,2026-04-10T00:00:00+0000,0.0,933.0,1.5,0.3,12.0,42.082615,347.0,EL PUENTE (CASA FORESTAL),85.0,8.0,8.0,8.5,,,,,,,,,,,,,,,,,,,,,,,,
2775X,-6.279668,2026-04-10T00:00:00+0000,0.0,850.0,2.3,0.7,44.0,41.941501,345.0,VILLARDECIERVOS,81.0,9.1,10.8,13.3,924.0,0.3,8.8,,7.7,20.0,53.0,0.0,14.2,,,,,,0.0,,,,,,841.4,,,
2777K,-6.007296,2026-04-10T00:00:00+0000,0.0,737.0,2.6,0.8,349.0,42.078138,22.0,SANTIBAÑEZ DE VIDRIALES,64.0,13.8,13.9,14.1,,,,,,,,,,,,,,,,,,,,,,,,
2789H,-5.909007,2026-04-10T00:00:00+0000,0.0,711.0,5.9,2.3,28.0,41.785554,92.0,POZUELO DE TABARA,68.0,13.7,13.7,14.9,,,,,,,,,,,,,,,,,,,,,,,,
2804F,-6.141833,2026-04-10T00:00:00+0000,0.0,790.0,9.2,2.9,75.0,41.533996,62.0,VILLADEPERA,71.0,13.3,13.3,14.6,,,,,,,,,,,,,,,,,,,,,,,,
2828Y,-5.519077,2026-04-10T00:00:00+0000,0.0,1012.0,2.9,0.9,266.0,40.355386,260.0,BARCO DE AVILA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2847X,-5.643454,2026-04-10T00:00:00+0000,0.0,865.0,2.0,1.1,272.0,40.675599,162.0,PEDROSILLO DE LOS AIRES-CASTILLEJO,83.0,8.8,8.8,9.9,,,,,,,,,,,,,,,,,,,,,,,,
2863C,-5.36619,2026-04-10T00:00:00+0000,0.0,897.0,5.3,1.1,159.0,40.732205,350.0,PEDRAZA DE ALBA-VALLELARGO,73.0,9.1,9.2,9.4,,,,,,,,,,,,,,,,,,,,,,,,
2867,-5.498292,2026-04-10T00:00:00+0000,0.0,790.0,6.7,1.5,340.0,40.959572,110.0,SALAMANCA/MATACAN,75.0,11.0,11.2,13.7,928.0,0.9,7.9,,7.0,,8.0,0.0,,,,,,,,,,,,,821.1,,,
2870,-5.662271,2026-04-10T00:00:00+0000,0.0,775.0,2.4,1.1,76.0,40.957593,66.0,SALAMANCA OBS.,57.0,14.7,14.7,15.8,930.3,,,,6.2,,,,,,,40.0,,,,,,,,,823.3,,,
